,keyword,type,text,literal,neu_diff,pos_diff,neg_diff,off_diff,n-off_diff
393,intoxicated,intoxicated,"Saturday, Nov. 10, 2012, 2:00 a.m.-- An intoxicated student was transported to the hospital. ",drunk,-0.119114823,-0.047178774,0.106708514,0.399673786,-0.187317293
394,intoxicated,intoxicated,Some states have adopted laws counting any sexual act committed on a female while she is intoxicated as rape regardless of whether she gives consent. ,drunk,-0.019452239,-0.015800288,0.022058894,0.073944646,-0.079593647
395,intoxicated,intoxicated,It could have been as the police suspect-- the group of four was intoxicated. ,drunk,-0.118703248,-0.140359587,0.15821789,0.298540584,-0.130897903
396,intoxicated,intoxicated,#NAME?,drunk,0,0,0,0,0
397,intoxicated,intoxicated,People have been thrown out of bars because they were thought to be intoxicated. ,drunk,-0.042039918,0.015744801,0.00514177,0.222128292,-0.211878849
398,intoxicated,intoxicated,"I live in CO and voted for legalization but, I don't consider it all that important of personally am affected by alcohol far less than other people I know, to the extent that I developed a distaste for drinking with friends not because of any distaste for drinking alcohol myself, but because it's unpleasant to be the only sober person in a group of intoxicated people. ",drunk,0.000652945,0.053488727,-0.001481356,0.196355728,-0.084645397
399,intoxicated,intoxicated,Dude in the video above wasn't happy about being picked up by the Royal Canadian Mounted Police for being intoxicated. ,drunk,-0.061099927,0.029921286,0.005426092,0.118485052,-0.18460455
400,intoxicated,intoxicated,"It's nigh impossible to dispute that there are in fact animals who know what they're doing and enjoy getting intoxicated, as they lead to intoxication given the opportunity (I've seen this done by numerous pets, and it isn't hard to find others' anecdotes to this effect.) I can't say if that's the case with all these videos (if one believes the text accompanying them it would seem to be so in several) but the suggestion that ever permitting any animal to consume intoxicants is destructive or abusive is a prudish denial of non-humans' capacity to have preferences and make decisions, which seems counter to the principles you are espousing. ",drunk,0.026475966,0.128825478,-0.022235521,0.110545209,-0.044870506
401,intoxicated,intoxicated,It almost makes me feel high and intoxicated. ,drunk,-0.043971267,-0.034878817,0.226213534,0.16351238,-0.134438251
402,intoxicated,intoxicated,"This is the ""Jersey Shore"" Creation, a attitude that if you party, get intoxicated and create yourself sound as ridiculous as possible you can be affluent, trying difficult and working for something is for chumps. ",drunk,0.00761746,0.131580492,-0.002728079,0.082462083,-0.114559687
403,intoxicated,intoxicated,"Last month, the defendants-- Ruby Mohsin of Glen Ellyn and Kevin and Brandon Seydel of Bettendorf, Iowa-- said in documents filed in DuPage County court they believe Dobner misused a particular kind of product, known commonly as synthetic marijuana, to become intoxicated, and, as a result, crashed his car into a house at Mooseheart Road and Route 31 in Batavia Township. ",drunk,-0.030530541,-0.016164786,0.008338011,0.085244456,-0.032398857
404,regime change,regime change,"The Bush administration wisely eschewed regime change, a foreign policy whose objectives may be likened to making a better family out of an unhappy one next door. ",coup,0.037469832,-0.135492543,0.14693815,0.053532225,-0.010765103
405,regime change,regime change,"New regimes-- whether emerging from wars, negotiated transitions and first-ever elections, or foreign-or domestic-led regime change-- tend to be fragile. ",coup,-0.034658183,-0.150986215,0.046748618,0.223967255,-0.030737217
406,regime change,regime change,"The international community, particularly those countries that have advocated regime change, seem to have underestimated the resolve and determination of Gadhafi to cling to power. ",coup,-0.051458851,-0.054803203,0.029929446,0.119729846,-0.019929426
407,regime change,regime change,"In Syria, the Western-backed ""regime change"" campaign is already underway, too. ",coup,-0.274991157,-0.358534706,0.873645737,0.376869208,-0.028055307
408,regime change,regime change,"When NATO and the Arab League went into Libya in 2011, it was to protect the population against the forces of Muammar el-Qadaffi, which were promising to hunt down Mr. Qaddafi's opponents ""like rats."" But nowhere was regime change-- deposing Mr. Qaddafi-- an explicit, agreed-upon goal. ",coup,0.057506163,0.127841124,-0.062845313,0.003614998,-0.001700656
409,regime change,regime change,The 2006 Israel/Lebanon conflict and the recent intervention of Ethiopia in Somalia raise questions about whether the' war on terror' has brought major changes in the law on self-defense and on regime change. ,coup,-0.027743982,-0.026663324,0.047762823,0.02494425,-0.004384569
410,regime change,regime change,"Resolution, however, did not call for regime change in Libya. ",coup,0.119291929,0.278936476,-0.187902553,0.097479988,-0.013638702
411,regime change,regime change,"The reality of the ""regime change"" operation, of course, bears little resemblance to the picture painted by Obama. ",coup,-0.161332506,-0.286175313,0.115274816,0.448226506,-0.082386437
412,exterminate,exterminate,The Time Lords have foreseen a time when the Daleks will exterminate the universe itself. ,murder,-0.324560999,-0.432418512,0.207658596,0.372713939,-0.241399365
413,exterminate,exterminate,"Had their goal been to exterminate the people of India, you can bet your last rupee that Ghandi's nonviolent crusade would have come to a swift and horrible end. ",murder,-0.198477253,-0.249446177,0.030457447,0.213327107,-0.15936219
414,exterminate,exterminate,Misato remarks on the tragic irony behind the fact that each race wants to exterminate the other despite being so similar on a genetic level. ,murder,-0.215602044,-0.304743813,0.048526487,0.276742509,-0.257732794
415,exterminate,exterminate,"Done on a massive scale in Gravion' s backstory: In a land dispute between two planets, the rulers of one side reject Sandman's plan to use his Super Robot to build a new habitable world (or fix their old one) out of hand, and go with Hugi's plans to send an army of Robeasts and Mecha-Mooks to exterminate the people of the other planet ",murder,-0.068434633,-0.0749474,0.074304781,0.226478176,-0.068530385
416,exterminate,exterminate,His credentials are apparently well connected and the commenters following him wish to exterminate the jews. ,murder,-0.469810985,-0.70591626,0.351971745,0.196968328,-0.182611208
417,exterminate,exterminate,"So who owns most of the national debt Private Security Firms profiting off the national debt of the U.S. Now they want to go to war with Iran to further their own vanity, in a failed attempt to control and French to Vietnam the Gold Mines, back in the old days they found some oil off the coast of Vietnam, and the U.S. didn't know how to explore for oil in the old days, and they thought the tropical rain forests, underneath was a pool of oil, and they wanted to exterminate all the natives, by profiting of the sale and manufacture of weapons to pull the U.S. economy out of a recession. ",murder,-0.198439919,-0.243215648,0.071419503,0.281506861,-0.132693138
418,exterminate,exterminate,"Soon, Ravon boasts, they will exterminate the Thals from the face of Skaro! ",murder,-0.358829041,-0.705279644,0.901789504,0.366388558,-0.24312542
419,exterminate,exterminate,"With an order of ""Exterminate!"" from Davros, Ronson is shot down by the Daleks. ",murder,-0.314997063,-0.456011596,0.355103932,0.159060631,-0.082759561
420,exterminate,exterminate,"Davros gives it some simple commands in a grating, half-synthesised voice... ""Exterminate!"" The Dalek fires its deadly laser weapon, obliterating the targets. ",murder,-0.036184873,0.040135719,0.029134935,0.043834027,-0.022978789
421,exterminate,exterminate,Only the left build liquidation camps that they herd the people in and exterminate them. ,murder,-0.063998745,-0.083008029,0.006820213,0.053498404,-0.070678619
422,exterminate,exterminate,"They will exterminate us all, as Joseph Conrad pointed out in ""Heart of Darkness,"" his masterpiece on the savagery of colonial exploitation. ",murder,-0.144579223,-0.152246535,0.03393971,0.200778821,-0.129235939
423,exterminate,exterminate,"And then later, once Rose has absorbed the heart of the TARDIS and uses it to, well, exterminate the Daleks, the Emperor says, ""I will not die!"" Fully five years later, none other than Rassilon himself, the Lord President and very architect of Time Lord society, now turned into a vengeful Omnicidal Maniac, says the exact same thing. ",murder,-0.12541823,-0.272263894,0.253733956,0.201698146,-0.100700973
